,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,accommodates,bedrooms,beds,instant_bookable,price,Clothing,Entertainment,Exercise,Kitchen,Luxury,Outdoor,Parking,Security,Streaming,Technology,Views,Ward,Privacy,review_scores_rating,Target
0,2.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,67.0,0,0,0,1,1,1,0,1,0,0,0,8,2,4.63,0
1,1.0,1.0,0.88,0.39646102343376377,2,1.7702985856469355,1.0,0,85.0,1,0,1,1,0,0,0,1,0,0,0,5,2,4.83,1
2,1.0,1.0,1.0,0.0,7,4.0,5.0,0,354.0,1,1,0,1,1,1,1,1,1,0,1,1,1,4.91,1
3,1.0,1.0,0.99,1.0,1,1.7702985856469355,1.0,0,49.0,1,0,0,1,1,1,1,1,0,0,0,4,2,4.63,0
4,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,87.0,1,1,0,1,1,1,0,1,1,0,0,6,2,4.84,1
5,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,50.0,1,1,1,1,1,1,0,1,1,1,0,4,2,4.87,1
6,1.0,1.0,0.88,0.39646102343376377,2,1.7702985856469355,1.0,0,85.0,1,0,0,1,0,1,0,1,0,0,0,5,2,4.85,1
7,2.0,1.0,0.97,0.39646102343376377,2,1.7702985856469355,1.0,0,95.0,1,0,0,0,0,0,1,1,0,0,0,8,2,4.94,1
8,1.0,1.0,0.91,0.39646102343376377,1,1.7702985856469355,1.0,0,2500.0,0,0,0,0,1,0,0,1,0,0,0,5,2,4.74,1
9,3.0,1.0,1.0,0.0,2,1.0,1.0,0,100.0,1,0,0,1,0,0,0,1,0,0,0,3,1,4.63,0
10,1.0,1.0,0.0,0.0,3,1.0,1.0,0,63.0,1,1,0,1,1,0,0,1,1,0,1,1,1,4.54,0
11,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,39.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.47,0
12,2.0,0.9,0.91,0.0,4,2.0,2.0,0,80.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.3,0
13,2.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,82.0,1,1,1,1,0,1,1,1,0,0,0,4,2,4.94,1
15,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,0,0,0,0,0,0,1,0,0,0,1,2,4.5,0
16,1.0,1.0,0.99,0.0,2,1.0,2.0,0,65.0,1,0,0,1,0,1,0,1,1,0,1,2,1,4.79,1
17,1.3098230912476723,0.9654562383612664,1.0,1.0,4,2.0,2.0,0,139.0,1,1,1,1,0,1,0,1,1,1,1,1,1,4.74,1
18,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.7702985856469355,2.0,0,125.0,1,0,1,0,0,1,0,1,0,0,0,4,1,4.2,0
19,1.0,1.0,1.0,0.39646102343376377,4,1.0,3.0,0,85.0,1,0,0,1,0,1,0,1,1,1,0,3,1,4.59,0
20,1.0,1.0,0.8,0.39646102343376377,2,1.7702985856469355,1.0,0,43.0,1,0,0,1,1,0,0,1,0,0,0,5,2,4.72,1
21,1.0,1.0,0.95,0.0,10,4.0,5.0,0,564.0,1,0,0,1,0,1,1,1,0,0,0,1,1,4.62,0
22,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,52.0,1,0,0,1,1,1,0,1,0,1,0,3,2,4.62,0
23,1.3098230912476723,0.9654562383612664,1.0,0.0,2,1.0,2.0,0,90.0,0,0,0,1,0,0,0,0,0,0,0,4,1,4.49,0
24,2.0,1.0,0.86,0.0,2,1.0,2.0,0,125.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.85,1
25,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,33.0,1,0,0,1,0,0,1,1,0,0,0,8,2,4.6,0
26,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,350.0,0,0,0,0,0,0,1,0,0,0,0,5,2,0.0,0
27,3.0,1.0,0.67,1.0,5,3.0,3.0,0,165.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.91,1
28,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,45.0,1,0,0,1,1,1,0,1,0,1,0,3,2,4.62,0
29,3.0,1.0,0.67,1.0,5,3.0,2.0,0,180.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.91,1
30,2.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,90.0,1,1,0,1,1,0,0,1,0,0,1,3,2,4.77,1
31,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,50.0,1,0,0,1,1,1,0,1,0,0,0,3,2,4.66,0
32,1.0,1.0,0.99,1.0,3,1.0,2.0,1,123.0,1,1,0,1,1,1,1,1,1,0,0,4,1,4.74,1
33,2.0,1.0,1.0,0.39646102343376377,3,1.7702985856469355,2.0,0,90.0,1,0,0,1,1,0,0,1,0,0,0,3,2,5.0,1
34,2.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,90.0,1,0,0,1,0,0,1,1,0,0,0,3,2,4.83,1
35,2.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,90.0,1,0,0,1,1,0,0,1,0,0,0,3,2,4.67,0
36,1.0,1.0,1.0,0.0,5,2.0,4.0,0,176.0,1,0,0,1,0,1,1,1,1,0,0,5,1,4.72,1
37,1.0,1.0,1.0,0.0,8,5.0,8.0,0,269.0,1,1,0,1,1,1,1,1,1,0,0,4,1,4.27,0
38,2.0,1.0,0.92,0.39646102343376377,2,1.7702985856469355,1.0,0,89.0,0,0,0,0,0,0,0,1,0,0,0,1,2,4.74,1
39,2.0,1.0,0.0,0.39646102343376377,1,1.7702985856469355,1.0,0,58.0,1,0,0,0,1,1,1,1,0,0,0,4,2,4.87,1
40,2.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,55.0,1,0,0,1,0,0,1,1,0,0,0,4,2,4.5,0
41,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,3.0,0,645.0,1,0,0,0,0,0,1,1,0,0,0,6,1,4.77,1
42,3.0,1.0,0.86,1.0,2,1.0,1.0,0,185.0,1,0,0,1,0,1,0,1,0,1,0,1,1,4.84,1
43,1.0,1.0,1.0,0.0,4,1.0,3.0,1,149.0,1,0,0,1,0,0,1,1,0,0,0,2,1,4.89,1
44,2.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,50.0,0,0,0,0,1,0,0,1,0,0,0,4,2,4.75,1
45,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,92.0,1,0,0,1,0,1,0,1,0,0,0,3,2,4.96,1
46,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,5,2,2.67,0
47,2.0,1.0,0.0,0.39646102343376377,1,1.0,1.0,0,65.0,1,0,0,0,1,0,1,1,0,0,0,4,1,5.0,1
48,1.0,0.97,0.98,0.39646102343376377,1,1.7702985856469355,1.0,1,208.0,1,0,0,1,0,0,0,1,0,0,0,1,2,4.86,1
49,1.0,1.0,1.0,1.0,4,3.0,3.0,0,195.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.83,1
50,1.0,1.0,0.95,0.0,9,4.0,5.0,0,500.0,1,0,0,0,0,1,1,1,0,0,0,6,1,4.44,0
51,1.0,1.0,0.74,0.39646102343376377,2,1.7702985856469355,1.0,0,95.0,1,0,0,0,1,0,1,1,0,0,0,3,2,4.86,1
52,2.0,0.9,0.91,0.0,4,2.0,3.0,0,80.0,1,0,0,1,0,1,0,1,1,0,0,1,1,4.35,0
53,1.0,1.0,1.0,0.0,2,1.0,1.0,1,150.0,1,0,0,0,0,1,1,1,0,0,0,1,1,4.78,1
54,2.0,1.0,0.98,0.39646102343376377,3,1.7702985856469355,2.0,0,100.0,1,1,0,1,1,1,1,1,1,0,1,1,2,4.85,1
55,1.3098230912476723,0.9654562383612664,0.46,0.0,4,2.0,3.0,0,198.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.56,0
56,1.0,1.0,1.0,1.0,4,1.7702985856469355,1.0,0,168.0,1,0,0,1,0,1,0,1,1,1,0,1,1,4.94,1
57,3.0,1.0,0.0,0.0,2,2.0,1.0,0,70.0,1,0,0,1,0,1,1,1,0,0,0,4,1,4.74,1
58,3.0,1.0,1.0,1.0,3,1.0,1.0,0,99.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.5,0
59,2.0,0.57,0.6,0.0,6,3.0,3.0,0,175.0,1,1,0,1,0,1,0,1,1,0,0,6,1,4.2,0
60,1.0,1.0,1.0,1.0,11,4.0,5.0,1,264.0,1,0,0,1,0,1,1,1,0,0,0,4,1,4.84,1
61,1.0,1.0,1.0,0.39646102343376377,6,1.0,3.0,0,148.0,1,1,0,1,0,0,0,1,1,1,0,2,1,4.58,0
63,3.0,1.0,0.56,1.0,2,1.0,1.0,0,120.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.81,1
64,1.0,1.0,0.74,0.39646102343376377,2,1.7702985856469355,1.0,0,98.0,0,0,0,0,1,1,1,1,0,0,0,3,2,4.84,1
66,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,2.0,2.0,0,129.0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0
67,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,159.0,1,1,0,1,1,1,1,1,1,0,1,2,2,4.8,1
68,1.0,1.0,1.0,0.0,16,4.0,7.0,0,338.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.35,0
69,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,3,1.0,2.0,0,114.0,1,1,1,1,0,1,0,1,0,0,0,5,1,4.7,0
70,1.0,1.0,1.0,1.0,6,2.0,3.0,1,75.0,1,0,0,1,0,1,0,1,0,0,0,7,1,4.74,1
71,3.0,1.0,0.73,1.0,3,1.0,1.0,0,184.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.78,1
72,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,2.0,1.0,0,160.0,1,0,0,1,1,1,0,1,0,0,0,1,1,4.93,1
73,2.0,1.0,0.9,1.0,2,1.0,1.0,0,71.0,1,0,0,0,0,0,0,1,0,0,0,5,1,4.89,1
74,1.0,1.0,0.91,0.39646102343376377,1,1.7702985856469355,1.0,0,2500.0,0,0,0,0,1,0,1,1,0,0,0,5,2,4.89,1
75,1.0,1.0,0.91,0.39646102343376377,1,1.7702985856469355,1.0,0,2500.0,0,0,0,0,1,0,1,0,0,0,0,5,2,4.9,1
76,1.0,1.0,0.99,1.0,8,2.0,5.0,1,197.0,1,1,0,1,0,1,0,1,1,0,0,6,1,4.75,1
77,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,1,70.0,1,0,0,1,0,0,0,1,0,0,0,2,2,4.46,0
78,1.0,1.0,0.98,1.0,4,1.0,2.0,0,200.0,1,0,0,1,0,0,0,1,1,0,0,6,1,4.79,1
79,2.0,1.0,0.91,1.0,2,1.7702985856469355,1.0,0,153.0,1,0,0,1,0,1,0,1,1,1,0,6,1,4.88,1
80,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,396.0,1,1,0,1,0,1,1,1,1,0,1,8,2,4.85,1
81,2.0,1.0,0.92,0.39646102343376377,2,1.7702985856469355,1.0,1,89.0,1,0,1,1,1,1,1,1,0,1,0,1,2,4.74,1
82,2.0,0.9,0.96,1.0,5,2.0,3.0,0,135.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.91,1
83,1.0,1.0,1.0,1.0,2,1.0,1.0,0,100.0,1,1,0,1,0,0,1,1,1,0,0,6,1,4.88,1
84,2.0,1.0,0.92,0.39646102343376377,2,1.7702985856469355,2.0,1,76.0,1,1,1,1,0,1,1,1,1,1,0,1,2,4.91,1
85,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,325.0,0,0,1,1,0,0,0,1,0,0,0,3,1,4.43,0
86,2.0,1.0,0.92,0.39646102343376377,2,1.7702985856469355,2.0,0,75.0,1,1,1,1,0,1,0,1,1,1,0,1,2,4.68,0
87,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,68.0,1,0,0,1,1,1,1,1,0,0,0,3,2,4.91,1
88,1.0,1.0,0.82,0.0,4,1.0,2.0,0,130.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.86,1
89,1.3098230912476723,0.9654562383612664,0.0,0.0,2,1.0,1.0,0,135.0,1,0,0,0,0,1,0,1,0,0,0,2,1,4.83,1
90,1.0,1.0,0.67,0.0,2,1.0,1.0,0,145.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.9,1
91,1.0,1.0,1.0,1.0,4,1.0,2.0,0,120.0,1,0,0,1,0,0,0,1,0,0,0,4,1,4.76,1
92,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,2.0,2.0,0,160.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.42,0
93,2.0,1.0,0.92,0.39646102343376377,2,1.7702985856469355,1.0,0,82.0,1,0,0,1,1,1,0,1,0,0,0,6,2,4.37,0
95,1.0,1.0,0.8,0.39646102343376377,2,1.7702985856469355,1.0,0,50.0,1,0,1,1,1,1,0,1,0,0,0,1,2,4.48,0
96,1.0,1.0,0.99,1.0,2,1.7702985856469355,1.0,0,59.0,1,0,0,0,1,1,1,1,0,0,0,4,2,4.72,1
97,1.0,0.94,0.99,1.0,6,1.0,4.0,0,150.0,1,0,0,1,1,0,0,1,0,0,0,5,1,4.77,1
98,3.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,2.0,0,45.0,1,0,0,1,0,1,0,1,0,0,0,1,2,4.43,0
99,1.0,1.0,0.99,1.0,4,2.0,2.0,0,203.0,1,1,0,1,0,0,0,1,0,0,1,6,1,4.91,1
100,1.3098230912476723,0.9654562383612664,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,70.0,1,0,0,1,0,1,0,1,0,0,0,1,2,4.78,1
101,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,80.0,1,0,0,1,0,1,1,1,0,0,1,5,2,4.88,1
102,3.0,1.0,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,120.0,0,0,0,0,0,0,1,0,0,0,0,1,2,4.69,0
103,1.0,1.0,1.0,0.0,2,1.7702985856469355,1.0,1,120.0,1,1,0,1,0,0,0,1,1,0,0,2,1,4.76,1
104,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,2.0,1.0,0,89.0,1,0,0,0,0,0,0,1,0,0,0,4,1,4.59,0
105,3.0,0.9,0.79,0.0,3,1.7702985856469355,2.077656675749319,0,120.0,1,0,0,0,0,0,0,1,0,0,0,1,1,4.63,0
106,1.0,1.0,1.0,0.39646102343376377,4,2.0,3.0,0,337.0,1,1,0,1,1,1,0,1,1,0,0,2,1,4.58,0
107,1.0,1.0,1.0,0.39646102343376377,2,1.0,1.0,0,159.0,1,1,0,1,1,1,0,1,1,0,0,2,1,3.29,0
108,1.0,0.91,0.97,1.0,8,2.0,3.0,0,159.0,1,0,0,1,0,0,0,1,0,1,0,1,1,4.75,1
109,1.0,1.0,0.88,1.0,3,1.0,2.0,0,149.0,1,1,0,1,0,1,1,1,0,1,0,3,1,4.94,1
110,2.0,1.0,0.87,0.0,8,4.0,5.0,0,297.0,1,1,0,1,0,1,1,1,1,0,0,6,1,4.77,1
111,1.0,1.0,0.95,1.0,3,1.0,2.0,0,112.0,1,0,0,1,0,1,0,1,0,1,0,1,1,4.89,1
112,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,2.0,0,139.0,1,1,0,1,1,1,0,1,0,0,0,2,2,4.62,0
113,3.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,75.0,0,1,0,1,0,1,0,1,1,0,1,1,2,4.2,0
114,2.0,0.8,0.81,0.0,2,1.0,1.0,0,89.0,1,0,0,1,0,1,1,1,0,1,0,4,1,4.93,1
115,3.0,0.6,0.63,0.39646102343376377,2,1.7702985856469355,2.0,0,150.0,1,0,0,1,0,0,1,1,0,0,0,8,2,5.0,1
116,1.0,1.0,1.0,0.39646102343376377,3,1.7702985856469355,1.0,1,95.0,1,0,0,1,0,1,0,1,0,0,0,2,2,4.31,0
117,1.0,1.0,0.95,1.0,2,1.0,1.0,0,171.0,1,1,0,1,0,1,0,1,1,0,0,2,1,4.94,1
118,1.0,1.0,1.0,1.0,4,2.0,2.0,0,306.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.85,1
119,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,40.0,0,0,0,0,1,0,0,0,0,0,0,4,2,4.73,1
120,1.0,1.0,1.0,0.0,4,1.0,2.0,1,116.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.77,1
121,1.0,1.0,0.75,0.0,1,1.7702985856469355,1.0,0,68.0,1,0,0,1,0,1,1,1,0,0,0,1,1,4.54,0
122,1.0,1.0,0.6,0.39646102343376377,2,1.7702985856469355,1.0,0,50.0,1,1,1,1,0,1,1,1,1,0,0,5,2,4.7,0
123,1.0,1.0,0.98,1.0,2,1.0,1.0,0,125.0,1,0,1,1,0,1,0,1,1,0,0,6,1,4.87,1
124,1.0,1.0,0.99,1.0,2,1.0,1.0,0,70.0,1,0,0,1,0,0,0,1,0,0,0,3,1,4.83,1
125,1.0,1.0,1.0,1.0,4,1.0,2.0,0,270.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.88,1
126,1.0,1.0,0.96,0.0,5,2.0,3.0,0,150.0,1,0,0,0,0,0,0,1,0,0,0,1,1,4.59,0
127,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,0,163.0,1,1,0,1,0,1,0,1,1,0,0,1,1,4.8,1
128,1.0,1.0,1.0,1.0,4,1.0,2.0,0,150.0,1,0,1,1,0,1,1,1,1,0,0,1,1,4.92,1
129,1.3098230912476723,0.9654562383612664,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,90.0,1,0,0,1,0,0,1,1,0,0,0,1,2,4.89,1
130,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.7702985856469355,2.0,0,93.0,1,1,0,1,0,0,0,1,0,0,0,2,1,4.18,0
131,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,1,107.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.91,1
132,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,140.0,1,0,1,1,0,1,0,1,0,0,0,2,1,4.91,1
133,1.0,1.0,0.99,0.39646102343376377,6,3.0,4.0,0,331.0,1,1,1,1,1,1,1,1,1,1,1,2,1,4.79,1
134,3.0,1.0,0.85,0.39646102343376377,6,1.7702985856469355,2.0,0,125.0,1,0,1,1,0,1,1,1,0,0,0,3,2,4.9,1
135,2.0,0.9,0.91,0.0,2,1.0,1.0,0,75.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.22,0
136,4.0,0.0,0.33,0.0,1,1.7702985856469355,1.0,0,79.0,1,0,1,1,0,0,0,1,0,0,1,1,1,4.3,0
137,1.0,1.0,1.0,0.0,6,3.0,3.0,0,225.0,1,0,0,1,0,0,0,1,0,0,0,6,1,5.0,1
138,1.0,1.0,0.99,1.0,5,2.0,3.0,1,166.0,1,1,0,1,1,1,0,1,1,0,0,6,1,4.85,1
139,1.0,1.0,1.0,1.0,8,4.0,6.0,1,325.0,1,1,0,1,0,1,1,1,1,1,1,1,1,4.94,1
140,1.0,1.0,1.0,0.39646102343376377,6,1.7702985856469355,3.0,0,154.0,1,1,0,1,1,1,1,1,1,0,1,3,2,4.89,1
141,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,39.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.43,0
142,1.0,1.0,0.82,0.39646102343376377,1,1.7702985856469355,1.0,0,76.0,0,0,0,0,0,0,0,1,0,0,0,4,2,4.83,1
143,3.0,1.0,0.0,0.0,3,1.0,2.0,0,120.0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.46,0
144,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,55.0,0,0,0,0,0,0,0,1,0,0,0,2,2,4.67,0
145,2.0,1.0,0.33,0.0,2,1.0,1.0,0,250.0,1,0,1,1,0,1,0,0,0,0,0,2,1,4.78,1
146,1.0,1.0,1.0,0.39646102343376377,3,1.7702985856469355,2.0,0,119.0,1,1,0,0,0,1,0,1,1,1,0,2,2,4.73,1
147,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,1,0,0,0,0,0,1,0,0,0,1,2,4.5,0
148,1.0,1.0,1.0,1.0,6,1.0,3.0,0,172.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.9,1
149,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,60.0,1,0,0,0,0,0,1,1,0,0,0,6,2,4.78,1
150,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,95.0,1,0,0,1,0,1,0,1,0,0,0,6,2,4.86,1
151,3.0,0.6,0.63,0.39646102343376377,2,1.7702985856469355,1.0,0,65.0,1,1,0,1,0,0,1,1,1,0,0,8,2,4.83,1
152,1.0,1.0,0.98,0.0,2,1.7702985856469355,1.0,0,97.0,1,0,0,1,0,0,0,1,1,0,0,5,1,4.7,0
153,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,120.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.83,1
154,1.0,1.0,1.0,0.0,2,1.0,1.0,0,146.0,1,0,1,1,0,0,0,1,0,0,0,6,1,4.96,1
155,1.0,1.0,0.98,0.0,2,1.0,1.0,0,77.0,1,1,0,1,0,0,0,1,1,0,0,5,1,4.61,0
156,3.0,1.0,0.25,0.0,2,1.0,1.0,0,132.0,1,0,0,1,0,0,0,1,0,1,0,1,1,4.73,1
157,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,999.0,1,1,0,1,0,1,1,1,1,0,0,8,2,4.76,1
158,1.0,1.0,1.0,1.0,3,2.0,2.0,0,150.0,1,1,0,1,0,1,1,1,0,0,1,6,2,4.92,1
159,1.0,1.0,1.0,1.0,2,1.0,2.0,1,90.0,1,1,0,1,0,1,0,1,1,0,1,4,1,4.98,1
160,2.0,1.0,0.89,0.39646102343376377,2,1.7702985856469355,1.0,0,22.0,1,0,0,1,0,1,0,1,0,0,0,4,2,4.92,1
161,2.0,1.0,0.89,0.39646102343376377,2,1.7702985856469355,1.0,0,29.0,1,0,0,1,0,1,0,1,0,0,0,4,2,4.78,1
162,1.0,1.0,0.92,0.39646102343376377,1,1.7702985856469355,1.0,0,65.0,0,0,0,1,0,1,0,1,0,0,0,5,2,4.5,0
163,1.0,1.0,0.97,0.39646102343376377,2,1.7702985856469355,1.0,0,78.0,1,1,0,1,0,1,0,1,1,0,1,4,2,4.79,1
164,1.0,1.0,0.97,1.0,4,1.0,2.0,0,150.0,1,0,0,1,1,0,1,1,0,0,0,6,1,4.9,1
165,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.7702985856469355,2.0,0,96.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.9,1
166,2.0,0.96,0.95,0.0,3,1.0,2.0,1,265.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.88,1
167,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,2.0,2.0,0,195.0,1,0,0,1,1,1,0,1,0,0,1,2,1,4.9,1
168,1.0,1.0,0.75,0.0,4,2.0,2.0,0,150.0,1,0,0,1,0,1,1,1,0,0,0,1,1,4.92,1
169,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,2.0,2.0,0,400.0,1,0,0,0,1,0,1,1,0,0,0,3,1,4.88,1
170,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,6,4.0,5.0,0,600.0,1,0,0,0,0,1,1,1,0,1,0,3,1,5.0,1
171,1.0,0.94,0.95,0.0,2,1.0,1.0,0,149.0,1,0,0,1,1,1,0,1,0,0,0,1,1,4.62,0
172,2.0,1.0,0.68,0.0,3,1.7702985856469355,2.0,0,109.0,1,0,0,1,0,0,1,1,0,0,0,6,1,4.74,1
173,2.0,0.96,0.95,0.0,5,2.0,2.0,1,408.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.76,1
174,1.0,0.94,0.95,0.0,5,2.0,2.0,0,235.0,1,0,0,1,1,1,0,1,1,0,1,1,1,4.42,0
175,1.0,1.0,0.96,0.39646102343376377,1,1.7702985856469355,1.0,1,135.0,1,0,0,1,1,1,0,1,0,1,0,2,2,4.33,0
176,1.0,1.0,0.97,0.0,2,1.0,1.0,0,152.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.77,1
177,1.0,0.94,0.95,0.0,6,2.0,3.0,0,235.0,1,0,0,1,1,1,0,1,0,0,0,1,1,4.4,0
178,1.0,1.0,0.98,1.0,2,1.7702985856469355,1.0,1,96.0,1,0,0,1,0,0,1,1,0,0,0,3,1,4.55,0
179,1.0,1.0,0.99,0.0,4,1.0,1.0,0,120.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.65,0
180,1.0,1.0,0.96,0.0,5,2.0,2.0,0,195.0,1,0,0,1,0,1,0,1,0,0,0,5,1,4.58,0
181,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,70.0,1,0,1,1,1,1,1,1,0,0,0,6,2,4.85,1
182,1.0,1.0,1.0,1.0,4,1.0,2.0,0,155.0,1,1,0,1,0,0,0,1,1,1,0,6,1,4.87,1
183,2.0,1.0,0.67,0.0,6,3.0,3.0,0,854.0,1,0,1,1,1,1,1,1,0,0,0,2,1,5.0,1
184,1.0,1.0,1.0,0.39646102343376377,2,1.0,1.0,0,69.0,1,1,0,1,0,0,1,1,1,0,1,4,1,4.86,1
185,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,1,56.0,1,0,0,1,0,1,0,1,0,0,0,2,2,4.55,0
186,1.0,1.0,1.0,1.0,4,1.7702985856469355,1.0,0,80.0,1,1,0,1,0,1,1,1,1,1,1,7,1,4.97,1
187,1.0,1.0,1.0,1.0,4,1.0,2.0,1,119.0,1,1,0,1,0,1,1,1,1,1,1,6,1,4.91,1
188,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,55.0,1,0,0,0,0,0,0,1,0,0,0,2,2,4.78,1
189,2.0,0.96,0.95,0.0,3,1.0,2.0,1,265.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.9,1
190,3.0,0.9,0.82,0.0,5,1.0,3.0,0,185.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.73,1
191,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,6,2.0,2.0,0,180.0,0,0,0,0,0,0,0,0,0,0,0,2,1,5.0,1
192,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,95.0,1,0,0,1,0,0,0,1,0,0,1,6,2,4.81,1
193,1.0,1.0,1.0,1.0,4,1.0,4.0,0,149.0,1,0,0,1,0,1,1,1,0,0,0,2,1,4.72,1
