,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,accommodates,bedrooms,beds,instant_bookable,price,Clothing,Entertainment,Exercise,Kitchen,Luxury,Outdoor,Parking,Security,Streaming,Technology,Views,Ward,Privacy,review_scores_rating,Target
4720,1.0,1.0,1.0,1.0,2,1.0,1.0,0,118.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.96,1
4722,3.0,0.5,1.0,0.0,2,1.7702985856469355,1.0,1,62.0,1,0,0,0,0,0,0,1,0,0,0,5,2,3.71,0
4723,1.0,1.0,1.0,0.0,2,1.0,2.0,1,148.0,0,0,0,0,0,1,0,1,0,0,0,1,1,4.72,1
4727,1.0,1.0,1.0,1.0,10,5.0,5.0,1,550.0,1,0,1,1,1,1,1,1,0,0,1,6,1,4.96,1
4728,1.0,1.0,1.0,1.0,3,1.7702985856469355,3.0,0,103.0,1,0,0,1,0,1,1,1,0,0,0,2,1,4.84,1
4729,1.0,1.0,0.98,0.0,4,1.0,2.0,0,154.0,1,1,0,1,1,1,1,1,1,1,0,5,1,5.0,1
4730,1.0,0.96,1.0,0.0,16,4.0,8.0,1,1173.0,1,0,1,1,0,0,0,1,0,0,0,2,2,5.0,1
4731,1.0,0.96,1.0,0.0,12,3.0,6.0,1,879.0,1,0,1,1,0,0,0,1,0,0,0,2,2,5.0,1
4732,1.0,0.99,0.98,1.0,2,1.0,1.0,0,83.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.5,0
4733,1.0,1.0,0.99,0.0,4,1.0,1.0,0,72.0,0,0,0,1,0,0,0,1,0,0,0,5,1,4.45,0
4734,1.0,0.96,1.0,1.0,4,1.0,2.0,0,191.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.95,1
4735,1.0,0.96,1.0,0.0,12,3.0,6.0,1,879.0,1,0,1,1,0,0,0,1,0,0,0,2,2,5.0,1
4737,1.0,0.96,1.0,0.0,8,2.0,4.0,1,586.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.5,0
4738,1.0,0.99,0.98,1.0,2,1.7702985856469355,1.0,0,105.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.92,1
4739,1.0,1.0,1.0,1.0,6,3.0,3.0,1,443.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.75,1
4741,1.0,1.0,0.99,1.0,2,1.0,1.0,1,109.0,1,0,0,0,0,0,0,1,0,0,1,1,1,4.8,1
4742,1.0,1.0,0.99,1.0,2,1.0,1.0,1,109.0,1,0,0,1,0,1,0,1,0,0,0,1,1,5.0,1
4743,1.0,1.0,1.0,1.0,5,3.0,3.0,1,160.0,1,0,0,0,0,0,1,1,0,0,0,4,1,5.0,1
4744,1.0,1.0,1.0,1.0,4,2.0,2.0,0,185.0,0,1,0,1,0,0,1,1,1,0,0,5,1,4.96,1
4745,1.0,1.0,1.0,1.0,4,2.0,2.0,1,150.0,0,0,0,0,0,0,1,1,0,0,0,4,1,5.0,1
4746,2.0,1.0,0.87,1.0,2,1.0,1.0,0,149.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
4748,1.0,1.0,0.99,1.0,4,1.0,2.0,0,164.0,1,1,0,1,0,1,1,1,0,0,1,6,1,4.89,1
4749,1.3098230912476723,0.9654562383612664,1.0,0.0,2,1.0,1.0,0,95.0,1,0,0,1,0,0,0,1,1,1,0,5,1,4.7,0
4750,1.0,0.96,1.0,0.0,8,2.0,4.0,1,586.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.0,0
4751,2.0,1.0,0.97,0.0,8,4.0,4.0,1,238.0,1,0,0,1,0,1,1,1,1,0,0,8,1,4.71,1
4752,1.0,0.96,1.0,0.0,8,2.0,4.0,1,586.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.5,0
4753,1.0,0.96,1.0,0.0,4,1.0,2.0,1,293.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.33,0
4754,1.0,0.96,1.0,0.0,4,1.0,2.0,1,293.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.5,0
4755,1.0,0.96,1.0,0.0,4,1.0,2.0,1,293.0,1,0,1,1,0,0,0,1,0,0,0,2,2,1.0,0
4756,3.0,1.0,0.67,0.39646102343376377,4,1.7702985856469355,2.0,0,167.0,1,0,0,1,0,1,1,1,0,0,1,2,2,5.0,1
4758,1.0,1.0,0.97,0.0,2,1.0,1.0,0,215.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
4759,1.0,1.0,0.98,1.0,2,1.7702985856469355,1.0,0,192.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.8,1
4760,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,91.0,1,0,1,1,0,1,0,1,0,0,0,5,2,4.85,1
4761,1.0,0.96,1.0,0.0,2,1.0,1.0,1,281.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.45,0
4762,1.0,1.0,0.94,1.0,4,1.0,2.0,0,102.0,1,1,0,1,0,0,0,1,0,1,0,5,1,4.9,1
4763,1.0,0.91,0.98,0.0,7,2.0,2.0,1,170.0,1,1,0,1,0,1,1,1,1,0,0,5,1,4.11,0
4764,1.0,0.95,0.99,0.39646102343376377,2,1.7702985856469355,1.0,1,60.0,1,0,0,1,1,1,0,1,0,0,0,7,2,4.69,0
4765,1.0,1.0,0.98,1.0,4,2.0,2.0,0,253.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.71,1
4766,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,3,1.7702985856469355,1.0,0,78.0,1,1,0,1,0,0,1,1,0,0,0,7,1,4.89,1
4767,1.0,1.0,0.99,1.0,4,1.0,2.0,0,84.0,1,1,1,1,0,1,1,1,1,0,0,7,1,4.9,1
4768,1.0,1.0,1.0,1.0,4,1.0,2.0,0,443.0,1,1,0,1,0,0,0,1,1,1,0,1,1,5.0,1
4769,1.0,1.0,1.0,0.0,6,3.0,3.0,1,274.0,1,1,0,1,0,0,1,1,1,1,0,1,1,4.88,1
4770,1.0,1.0,0.96,1.0,4,2.0,2.0,1,140.0,1,1,1,1,0,0,1,1,1,0,0,1,1,4.95,1
4771,1.0,0.88,1.0,1.0,2,1.0,2.0,0,84.0,0,1,0,1,0,0,1,1,1,0,1,4,1,4.75,1
4772,1.0,1.0,1.0,0.39646102343376377,2,1.0,1.0,0,41.0,0,0,0,1,0,0,0,1,0,0,0,8,2,3.62,0
4773,1.0,1.0,0.85,1.0,5,2.0,2.0,0,205.0,1,1,1,1,0,1,0,1,1,0,0,5,1,4.86,1
4774,1.0,1.0,1.0,0.0,2,1.0,1.0,0,111.0,0,0,1,1,0,0,0,1,0,0,1,1,1,5.0,1
4775,1.0,1.0,0.94,0.0,2,1.0,1.0,0,109.0,1,1,1,1,0,1,0,1,0,1,0,3,1,4.7,0
4776,1.0,1.0,1.0,0.0,4,2.0,2.0,1,289.0,1,0,0,1,1,1,1,1,0,0,0,3,1,5.0,1
4777,1.0,0.98,0.98,0.0,3,1.0,2.0,1,443.0,0,0,1,0,0,1,0,1,0,0,0,6,1,3.24,0
4778,1.0,0.98,0.98,0.0,5,2.0,3.0,1,315.0,1,1,1,1,0,1,0,1,1,0,0,6,1,3.64,0
4779,2.0,0.88,0.78,1.0,3,1.0,1.0,1,350.0,1,1,1,1,1,1,1,1,1,1,0,5,1,4.69,0
4780,1.0,1.0,1.0,1.0,2,1.0,1.0,0,159.0,1,0,1,0,1,1,0,1,0,0,0,1,1,5.0,1
4781,1.0,1.0,1.0,1.0,4,2.0,2.0,0,198.0,1,0,1,0,1,1,0,1,0,0,0,1,1,5.0,1
4782,3.0,1.0,0.85,0.0,4,2.0,2.0,0,233.0,1,0,0,1,0,0,1,1,0,0,0,4,1,4.71,1
4784,1.0,0.9,0.92,0.39646102343376377,4,1.7702985856469355,2.0,1,459.0,0,0,0,0,0,0,0,1,0,0,1,2,2,5.0,1
4785,1.0,1.0,0.97,0.0,5,3.0,3.0,0,209.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.81,1
4786,1.0,1.0,0.97,0.0,2,1.0,1.0,0,200.0,1,0,1,1,0,1,0,1,0,0,0,2,1,5.0,1
4787,1.0,1.0,0.99,1.0,10,3.0,5.0,1,246.0,1,1,0,1,1,1,0,1,1,1,0,6,1,4.82,1
4788,1.0,1.0,1.0,0.0,5,1.0,2.0,1,138.0,1,1,0,1,0,0,0,1,0,0,0,5,1,4.7,0
4789,2.0,1.0,0.95,1.0,2,1.0,1.0,0,135.0,1,0,0,1,0,0,0,1,0,0,0,5,1,4.86,1
4790,1.0,1.0,1.0,0.0,8,3.0,4.0,0,341.0,1,0,0,1,0,1,0,1,0,0,0,4,1,4.63,0
4791,1.0,1.0,0.99,0.39646102343376377,3,1.7702985856469355,1.0,0,96.0,1,1,0,1,0,1,1,1,1,1,0,8,1,4.91,1
4792,1.0,0.96,1.0,0.0,2,1.0,1.0,1,281.0,1,0,1,1,0,0,0,1,0,0,0,2,2,3.0,0
4793,1.3098230912476723,0.9654562383612664,0.85,0.0,2,1.0,1.0,0,110.0,1,0,0,1,0,0,0,1,1,0,0,6,1,5.0,1
4794,1.0,1.0,1.0,1.0,3,1.0,2.0,0,175.0,1,1,1,1,0,1,0,1,1,1,1,2,1,4.92,1
4795,1.0,1.0,0.97,0.39646102343376377,1,1.7702985856469355,1.0,0,42.0,0,1,0,0,0,0,0,1,0,0,0,5,2,4.5,0
4796,1.0,1.0,0.98,1.0,4,1.0,2.0,0,153.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.98,1
4797,2.0,1.0,0.98,1.0,2,1.0,1.0,0,116.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
4798,1.0,1.0,0.99,1.0,5,1.0,3.0,0,188.0,1,1,0,1,0,1,0,1,0,0,0,1,1,4.79,1
4799,1.0,1.0,1.0,1.0,8,4.0,4.0,0,650.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.83,1
4800,1.0,1.0,1.0,1.0,4,1.0,3.0,0,81.0,1,1,0,1,0,1,0,1,1,0,0,3,1,4.75,1
4801,1.0,0.98,0.98,0.0,5,2.0,3.0,1,329.0,1,1,1,1,0,1,0,1,0,0,0,6,1,4.27,0
4802,1.0,0.99,0.98,1.0,2,1.0,1.0,0,136.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.89,1
4805,1.0,0.98,0.98,0.0,3,1.0,1.0,1,199.0,1,1,1,1,0,1,0,1,0,0,0,6,1,3.94,0
4806,1.3098230912476723,0.9654562383612664,0.45,0.0,4,2.0,2.0,0,314.0,0,0,1,0,1,1,1,1,0,0,0,3,1,4.86,1
4807,1.0,1.0,0.97,1.0,3,1.0,1.0,0,128.0,1,1,0,1,0,0,1,1,1,0,0,5,1,5.0,1
4808,1.0,1.0,0.97,0.0,2,2.0,2.0,0,176.0,1,0,0,1,0,1,1,1,0,0,0,1,1,4.87,1
4812,1.0,1.0,1.0,1.0,2,1.0,1.0,0,159.0,1,0,1,0,1,1,0,1,0,0,0,1,1,5.0,1
4814,1.0,1.0,0.92,1.0,2,1.0,1.0,0,95.0,1,0,0,1,0,0,0,1,0,0,0,2,1,5.0,1
4815,1.0,0.97,1.0,0.0,6,2.0,4.0,0,116.0,1,0,0,1,0,0,0,1,0,0,0,5,1,4.13,0
4816,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.8,1
4817,1.0,1.0,0.97,0.0,2,1.0,1.0,0,150.0,1,0,1,1,0,0,0,1,0,0,0,1,1,5.0,1
4818,1.0,0.99,0.98,1.0,8,4.0,4.0,0,659.0,1,0,0,1,0,1,1,1,0,0,0,1,1,5.0,1
4819,1.0,1.0,0.97,0.39646102343376377,1,1.7702985856469355,1.0,0,44.0,1,1,0,0,0,0,0,1,0,0,0,5,2,5.0,1
4820,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,1.0,0,175.0,1,1,0,1,0,1,1,1,1,0,0,5,1,4.72,1
4821,1.0,0.98,0.98,0.0,5,2.0,3.0,1,315.0,1,0,1,1,0,1,0,1,0,0,0,6,1,4.29,0
4823,1.0,1.0,1.0,1.0,4,2.0,2.0,0,268.0,1,1,0,1,0,1,0,1,1,1,0,1,1,5.0,1
4824,1.0,1.0,0.97,0.39646102343376377,1,1.7702985856469355,1.0,0,45.0,1,1,0,0,0,0,0,1,0,0,0,5,2,5.0,1
4825,3.0,1.0,1.0,0.0,4,2.0,2.0,1,166.0,1,0,0,1,0,0,1,1,0,1,0,5,1,4.69,0
4826,1.0,0.99,0.99,0.0,8,2.0,4.0,1,630.0,1,0,1,1,0,0,0,1,0,0,0,2,2,5.0,1
4828,1.0,1.0,1.0,1.0,6,1.0,3.0,0,226.0,1,1,0,1,0,1,1,1,1,0,0,6,1,4.98,1
4829,1.0,0.99,0.99,0.0,2,1.0,1.0,1,288.0,1,0,1,1,0,0,0,1,0,0,0,2,2,4.5,0
4830,1.0,1.0,1.0,1.0,5,2.0,3.0,0,190.0,1,1,0,1,0,0,1,1,0,0,0,6,1,4.69,0
4831,1.0,0.99,0.98,1.0,8,3.0,6.0,0,328.0,1,0,0,1,0,0,0,1,0,0,0,4,1,4.93,1
4832,1.0,1.0,1.0,0.0,2,1.0,1.0,0,115.0,1,1,1,1,0,0,1,1,1,1,1,8,1,4.28,0
4833,1.0,1.0,1.0,1.0,4,1.0,2.0,0,215.0,1,1,0,1,0,0,1,1,0,0,0,2,1,5.0,1
4834,1.0,0.98,0.98,0.0,3,1.0,1.0,0,299.0,1,0,1,1,0,0,0,1,0,0,0,5,1,4.5,0
4835,2.0,1.0,0.67,0.0,5,3.0,3.0,0,200.0,1,1,1,1,0,1,1,1,1,0,0,4,1,5.0,1
4836,1.0,1.0,0.97,0.0,6,3.0,4.0,1,271.0,1,0,0,1,1,1,1,1,0,0,0,3,1,4.47,0
4837,1.0,1.0,0.98,1.0,5,2.0,3.0,0,252.0,1,0,0,1,0,1,0,1,1,1,0,5,1,4.96,1
4838,1.0,1.0,0.98,0.39646102343376377,4,1.7702985856469355,3.0,0,116.0,1,0,0,0,0,1,0,1,0,0,0,1,2,4.88,1
4839,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,80.0,1,0,0,0,0,1,0,1,0,0,0,1,2,4.88,1
4840,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,80.0,1,0,0,0,0,1,0,1,0,0,0,1,2,4.72,1
4841,2.0,1.0,0.92,0.0,2,1.0,2.0,0,92.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.96,1
4842,1.0,1.0,0.99,0.0,4,2.0,2.0,1,152.0,1,1,0,1,0,0,1,1,1,1,0,8,1,4.69,0
4844,1.0,1.0,1.0,1.0,3,1.0,2.0,0,155.0,1,1,0,1,1,1,0,1,0,0,0,1,1,4.92,1
4845,1.0,1.0,0.93,1.0,2,1.0,1.0,0,73.0,1,1,0,1,0,0,0,1,1,0,0,7,1,4.81,1
4846,4.0,0.46,0.9,0.0,14,5.0,9.0,0,300.0,1,0,0,1,0,1,1,1,1,0,0,7,1,4.33,0
4848,1.0,0.99,0.98,1.0,4,1.0,2.0,0,126.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.91,1
4849,1.0,1.0,0.88,0.39646102343376377,2,1.7702985856469355,1.0,0,94.0,1,0,1,1,0,1,0,1,0,0,0,5,2,5.0,1
4850,1.0,1.0,0.84,0.0,4,2.0,2.0,0,139.0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.88,1
4851,1.0,1.0,1.0,0.0,2,1.0,1.0,0,53.0,0,0,0,0,0,0,1,1,0,0,0,8,2,4.29,0
4852,1.0,1.0,1.0,1.0,4,1.7702985856469355,1.0,1,74.0,1,1,0,1,0,1,1,1,1,1,0,4,1,4.88,1
4853,2.0,1.0,0.5,0.0,4,2.0,2.0,0,155.0,1,1,1,1,0,0,0,1,1,0,0,2,1,5.0,1
4854,1.0,0.99,0.99,0.0,7,3.0,5.0,0,595.0,1,0,0,1,0,1,1,1,0,0,0,6,1,5.0,1
4856,1.0,1.0,0.84,0.0,12,6.0,6.0,0,660.0,0,0,0,0,0,1,1,1,0,0,0,6,1,5.0,1
4857,2.0,1.0,0.98,1.0,2,1.0,1.0,0,138.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.97,1
4858,1.0,1.0,1.0,1.0,4,1.0,2.0,0,168.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.86,1
4859,1.0,1.0,1.0,0.0,1,1.7702985856469355,1.0,0,180.0,0,0,0,0,0,0,0,1,0,0,0,1,2,4.82,1
4860,1.0,1.0,1.0,0.0,4,2.0,2.077656675749319,1,190.0,0,0,0,0,0,0,0,1,0,0,0,6,1,4.0,0
4861,1.0,1.0,0.94,1.0,2,2.0,2.0,0,125.0,1,0,1,1,0,1,0,1,0,1,0,7,1,5.0,1
4862,1.0,1.0,1.0,1.0,3,1.0,2.0,0,112.0,1,0,0,1,0,1,0,1,1,1,0,1,1,4.94,1
4863,1.0,0.95,0.97,1.0,2,1.0,1.0,0,87.0,0,0,0,0,0,0,1,1,0,0,0,6,1,4.96,1
4865,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,10,5.0,5.0,0,250.0,1,1,1,1,1,1,1,1,0,1,0,3,1,5.0,1
4866,1.0,1.0,0.98,1.0,2,1.0,1.0,1,109.0,1,0,0,1,0,0,0,1,0,0,0,4,1,4.86,1
4867,2.0,1.0,0.64,0.0,5,3.0,3.0,0,239.0,1,1,0,1,1,1,0,1,1,0,0,2,1,5.0,1
4868,1.0,0.95,0.97,1.0,4,1.0,2.0,1,130.0,0,0,0,0,0,0,0,1,0,0,0,6,1,4.96,1
4869,1.0,1.0,1.0,0.0,10,4.0,4.0,0,370.0,1,0,0,1,1,1,1,1,0,1,0,3,1,4.67,0
4871,1.0,1.0,0.99,0.0,2,1.0,2.0,0,140.0,1,0,0,1,0,0,0,1,0,0,0,5,1,4.47,0
4873,2.0,1.0,0.69,1.0,3,1.0,1.0,0,229.0,0,0,1,1,0,0,0,1,0,1,0,5,1,5.0,1
4874,1.0,1.0,1.0,0.0,6,3.0,3.0,1,546.0,1,1,0,1,0,1,1,1,1,0,0,3,1,5.0,1
4876,1.0,0.98,0.98,0.0,4,2.0,2.0,0,399.0,1,0,1,1,0,0,0,1,0,0,0,6,1,4.83,1
4878,1.0,0.99,0.98,1.0,2,1.0,1.0,0,148.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.91,1
4879,1.0,0.99,0.98,1.0,4,1.0,2.0,0,120.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.71,1
4880,1.0,1.0,1.0,1.0,2,1.0,1.0,0,107.0,1,0,0,1,0,1,0,1,0,0,0,3,2,4.97,1
4882,1.0,0.96,0.74,0.39646102343376377,6,2.0,3.0,0,99.0,0,0,0,0,0,1,1,1,0,0,0,7,1,4.12,0
4883,1.0,1.0,0.94,0.39646102343376377,8,2.0,3.0,0,279.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.86,1
4884,1.0,1.0,1.0,1.0,2,1.0,1.0,0,134.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.95,1
4885,1.0,1.0,1.0,1.0,10,4.0,6.0,0,602.0,1,0,0,0,0,1,0,1,0,1,0,2,1,5.0,1
4886,1.0,1.0,1.0,0.0,8,4.0,4.0,0,230.0,1,1,1,1,1,1,1,1,0,1,0,7,1,4.68,0
4887,3.0,1.0,1.0,0.0,3,1.0,2.0,1,486.0,1,1,0,1,0,0,0,1,0,0,0,2,1,5.0,1
4888,1.0,1.0,0.98,0.39646102343376377,8,3.0,5.0,0,299.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.82,1
4889,1.0,1.0,1.0,1.0,6,2.0,3.0,0,257.0,1,0,0,1,0,0,1,1,0,0,0,6,1,4.96,1
4890,1.0,1.0,1.0,1.0,6,2.0,3.0,1,229.0,1,1,0,1,0,1,1,1,1,0,0,1,1,4.87,1
4893,2.0,0.93,0.92,1.0,5,2.0,2.0,0,220.0,1,1,0,1,0,1,0,1,0,0,0,1,1,4.85,1
4894,1.0,1.0,1.0,0.0,2,1.0,1.0,1,260.0,1,0,1,1,0,0,0,1,0,0,0,2,1,4.74,1
4896,2.0,1.0,0.93,0.0,4,3.0,3.0,0,399.0,1,1,0,1,0,1,1,1,1,1,0,2,1,5.0,1
4899,1.0,1.0,0.95,1.0,5,3.0,4.0,1,324.0,1,1,0,1,0,1,1,1,0,1,0,5,1,4.93,1
4900,1.0,0.9,0.88,1.0,4,2.0,2.0,0,110.0,1,1,0,1,0,1,0,1,1,0,0,5,1,4.78,1
4901,1.0,1.0,0.97,1.0,7,4.0,3.0,0,305.0,1,0,1,1,0,1,1,1,0,1,0,4,1,4.98,1
4902,1.0,1.0,0.97,1.0,5,2.0,4.0,1,527.0,1,1,0,1,0,1,1,1,1,1,1,2,1,5.0,1
4903,1.0,1.0,0.99,1.0,10,4.0,4.0,0,352.0,1,1,1,1,0,0,1,1,0,1,0,7,1,4.73,1
4904,1.0,1.0,0.97,1.0,4,2.0,2.0,0,106.0,1,1,0,1,0,0,1,1,1,1,0,7,1,4.81,1
4905,1.0,1.0,1.0,0.0,2,1.0,1.0,1,89.0,1,1,0,1,0,1,1,1,0,0,0,7,1,4.79,1
4906,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,2.0,0,121.0,1,0,0,1,0,1,0,1,0,1,0,6,1,4.87,1
4907,1.0,0.98,0.98,0.0,3,1.0,1.0,1,199.0,1,1,1,1,0,1,0,1,0,0,0,6,1,4.06,0
4908,1.0,1.0,1.0,0.0,3,1.0,1.0,1,100.0,0,0,0,0,0,1,0,1,0,0,0,2,1,4.4,0
4911,1.0,0.99,0.97,0.0,4,2.0,2.0,0,182.0,1,0,0,1,1,1,0,1,0,0,0,1,1,5.0,1
4912,1.0,1.0,0.88,1.0,4,2.0,2.0,0,191.0,1,0,1,1,0,1,0,1,0,0,1,5,1,5.0,1
4913,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,2.077656675749319,0,80.0,1,0,1,1,0,0,1,1,0,0,0,5,2,4.96,1
4915,1.0,1.0,0.99,1.0,3,1.0,2.0,0,141.0,1,1,0,1,0,1,1,1,1,1,0,6,1,5.0,1
4916,1.0,0.98,0.99,0.0,4,1.0,2.0,1,352.0,1,0,1,1,0,0,0,1,0,0,0,2,2,5.0,1
4917,2.0,1.0,1.0,0.0,12,6.0,6.0,0,350.0,1,1,1,1,1,1,0,1,1,1,0,4,1,5.0,1
4918,2.0,1.0,0.67,0.0,3,1.0,2.0,0,120.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.95,1
4919,1.0,0.99,0.99,0.0,5,2.0,3.0,0,218.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.5,0
4920,1.0,1.0,0.98,1.0,4,1.0,2.0,0,184.0,1,1,0,1,0,1,1,1,1,0,0,6,1,4.94,1
4921,1.0,0.99,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,46.0,1,0,0,1,0,0,0,1,0,0,0,5,2,4.88,1
4922,1.0,0.99,0.98,0.39646102343376377,1,1.7702985856469355,1.0,0,43.0,1,0,0,1,0,0,0,1,0,0,0,5,2,4.78,1
4923,1.0,0.99,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,45.0,1,0,0,1,0,0,0,1,0,0,0,5,2,4.79,1
4924,1.0,0.99,0.98,0.39646102343376377,3,1.7702985856469355,1.0,0,63.0,1,0,0,1,0,0,0,1,0,0,0,5,2,4.89,1
4926,1.0,1.0,0.96,0.39646102343376377,2,1.7702985856469355,1.0,0,66.0,1,0,0,1,0,1,0,1,0,0,0,1,2,5.0,1
4929,1.0,1.0,0.97,0.0,2,1.0,1.0,0,158.0,1,0,1,1,0,1,0,1,0,0,0,6,1,5.0,1
4930,1.0,0.9,0.95,0.0,8,4.0,4.0,0,385.0,1,1,0,1,0,1,0,1,1,0,0,7,1,4.63,0
4931,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,56.0,1,1,1,1,0,1,1,1,1,0,0,8,2,4.8,1
4932,1.0,1.0,0.77,0.0,3,1.7702985856469355,1.0,0,150.0,1,1,0,1,0,1,0,1,0,0,0,3,1,5.0,1
4935,1.0,1.0,0.88,0.0,4,2.0,2.0,0,289.0,1,1,0,1,0,1,0,1,1,0,0,1,1,5.0,1
4941,1.0,1.0,1.0,0.0,9,3.0,6.0,0,165.0,1,1,1,1,0,1,1,1,1,1,0,5,1,5.0,1
4944,1.0,0.98,0.99,0.0,2,1.0,1.0,1,322.0,1,0,1,1,0,0,0,1,0,0,0,6,2,5.0,1
4945,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,0,0,0,0,0,0,1,0,0,0,5,2,5.0,1
4946,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,0,0,0,0,0,0,1,0,0,0,5,2,4.0,0
4947,1.3098230912476723,0.9654562383612664,1.0,0.0,2,1.0,1.0,0,111.0,0,0,0,0,0,1,0,1,0,0,0,2,1,5.0,1
4948,1.0,1.0,0.97,0.0,4,2.0,2.0,0,185.0,1,0,1,1,0,1,1,1,0,0,0,2,1,4.76,1
4949,1.0,1.0,0.97,1.0,5,1.0,3.0,1,205.0,1,1,1,1,0,1,1,1,0,1,1,7,1,4.81,1
4950,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,8,3.0,3.0,1,239.0,1,1,0,1,0,1,1,1,0,0,0,8,1,4.92,1
4951,1.0,1.0,1.0,0.0,4,2.0,2.0,1,78.0,1,0,0,1,0,0,1,1,1,0,0,7,1,5.0,1
4953,1.0,1.0,0.94,1.0,3,1.0,1.0,0,101.0,1,1,0,1,0,0,0,1,0,0,0,6,1,4.96,1
4954,3.0,1.0,0.77,0.0,4,1.0,2.0,0,104.0,0,0,1,0,0,1,0,1,0,0,1,4,1,5.0,1
4955,1.0,1.0,1.0,0.0,6,2.0,3.0,0,195.0,1,0,0,1,0,0,0,1,0,0,0,4,1,5.0,1
4956,1.0,0.79,1.0,0.0,2,1.0,1.0,1,238.0,1,0,1,0,0,0,0,1,0,0,0,8,1,4.94,1
4957,1.0,0.79,1.0,0.0,2,1.7702985856469355,1.0,1,186.0,1,0,1,0,0,0,0,1,0,0,0,8,1,4.65,0
4958,1.0,0.79,1.0,0.0,2,1.0,2.0,1,251.0,1,0,1,0,0,0,0,1,0,0,0,8,1,4.33,0
4960,1.0,1.0,0.89,0.0,4,1.0,1.0,0,125.0,1,0,0,1,0,0,0,1,0,0,0,5,1,4.93,1
4961,1.0,0.79,1.0,0.0,6,3.0,3.0,1,541.0,1,0,1,0,0,0,0,1,0,0,0,8,1,4.53,0
4962,1.0,1.0,1.0,1.0,6,3.0,5.0,1,398.0,1,1,0,1,0,1,0,1,1,0,0,1,1,4.88,1
4963,1.0,1.0,0.99,0.0,3,1.7702985856469355,2.0,1,160.0,1,0,1,1,0,1,0,1,0,0,0,2,1,4.42,0
4964,1.0,1.0,0.98,1.0,2,1.7702985856469355,1.0,1,119.0,1,1,0,1,0,0,0,1,0,1,0,5,1,4.91,1
4965,2.0,1.0,0.64,0.0,3,1.0,4.0,0,198.0,0,1,0,0,1,0,0,1,1,0,0,2,1,5.0,1
4966,1.0,0.92,0.99,0.39646102343376377,2,1.7702985856469355,1.0,1,54.0,0,0,0,0,0,1,1,1,0,0,0,5,2,4.43,0
